Gene	class
Tb927.8.1540	2
Tb927.8.1560	2
Tb927.8.1820	2
Tb927.8.1840	2
Tb927.8.1930	2
Tb927.8.2620	2
Tb927.8.3100	2
Tb927.8.3490	2
Tb927.8.3680	2
Tb927.8.3750	2
Tb927.8.3910	2
Tb927.8.4110	2
Tb927.8.4190	2
Tb927.8.4210	2
Tb927.8.4330	2
Tb927.8.4880	2
Tb927.8.4900	2
Tb927.8.4910	2
Tb927.8.5090	2
Tb927.8.5630	2
Tb927.8.6030	2
Tb927.8.6070	2
Tb927.8.6130	2
Tb927.8.6660	2
Tb927.8.7200	2
Tb927.8.760	2
Tb927.8.8010	2
Tb927.8.8020	2
Tb927.8.810	2
Tb927.8.940	2
Tb05.28F8.200	1
Tb07.26A24.210	1
Tb09.142.0370	1
Tb09.160.0465	1
Tb09.160.0650	1
Tb09.160.0700	1
Tb09.160.1030	1
Tb09.160.1160	1
Tb09.160.1180	1
Tb09.160.1560	1
Tb09.160.1760	1
Tb09.160.2070	1
Tb09.160.2860	1
Tb09.160.3270	1
Tb09.160.3630	1
Tb09.160.3690	1
Tb09.160.3710	1
Tb09.160.3820	1
Tb09.160.5020	1
Tb09.160.5560	1
Tb09.160.5580	1
Tb09.160.5620	1
Tb09.160.5640	1
Tb09.211.0120	1
Tb09.211.0330	1
Tb09.211.0510	1
Tb09.211.0560	1
Tb09.211.0740	1
Tb09.211.0775	1
Tb09.211.0840	1
Tb09.211.0865	1
Tb09.211.0930	1
Tb09.211.1070	1
Tb09.211.1240	1
Tb09.211.1695	1
Tb09.211.1720	1
Tb09.211.1780	1
Tb09.211.1820	1
Tb09.211.1930	1
Tb09.211.1940	1
Tb09.211.2150	1
Tb09.211.2230	1
Tb09.211.2250	1
Tb09.211.2420	1
Tb09.211.2570	1
Tb09.211.2580	1
Tb09.211.2630	1
Tb09.211.2650	1
Tb09.211.2700	1
Tb09.211.2730	1
Tb09.211.2740	1
Tb09.211.2950	1
Tb09.211.3000	1
Tb09.211.3050	1
Tb09.211.3120	1
Tb09.211.3180	1
Tb09.211.3240	1
Tb09.211.3270	1
Tb09.211.3510	1
Tb09.211.3610	1
Tb09.211.3840	1
Tb09.211.3890	1
Tb09.211.4070	1
Tb09.211.4460	1
Tb09.211.4511	1
Tb09.211.4600	1
Tb09.211.4850	1
Tb09.211.4920	1
Tb09.244.1650	1
Tb09.244.2170	1
Tb09.244.2570	1
Tb09.244.2590	1
Tb09.244.2630	1
Tb09.244.2720	1
Tb09.244.2725	1
Tb09.244.2730	1
Tb09.244.2800	1
Tb09.v1.0030	1
Tb09.v1.0450	1
Tb09.v1.0480	1
Tb11.01.0100	1
Tb11.01.0190	1
Tb11.01.0200	1
Tb11.01.0390	1
Tb11.01.0410	1
Tb11.01.0440	1
Tb11.01.0625	1
Tb11.01.0660	1
Tb11.01.0700	1
Tb11.01.0870	1
Tb11.01.0890	1
Tb11.01.0960	1
Tb11.01.0970	1
Tb11.01.1290	1
Tb11.01.1360	1
Tb11.01.1465	1
Tb11.01.1470	1
Tb11.01.1480	1
Tb11.01.1625	1
Tb11.01.1650	1
Tb11.01.1680	1
Tb11.01.1690	1
Tb11.01.1810	1
Tb11.01.1840	1
Tb11.01.1880	1
Tb11.01.1900	1
Tb11.01.1920	1
Tb11.01.1990	1
Tb11.01.2170	1
Tb11.01.2240	1
Tb11.01.2330	1
Tb11.01.2370	1
Tb11.01.2430	1
Tb11.01.2510	1
Tb11.01.2670	1
Tb11.01.2960	1
Tb11.01.2970	1
Tb11.01.3010	1
Tb11.01.3020	1
Tb11.01.3110	1
Tb11.01.3500	1
Tb11.01.3550	1
Tb11.01.3600	1
Tb11.01.3630	1
Tb11.01.3700	1
Tb11.01.3740	1
Tb11.01.3830	1
Tb11.01.3890	1
Tb11.01.3960	1
Tb11.01.4200	1
Tb11.01.4230	1
Tb11.01.4360	1
Tb11.01.4530	1
Tb11.01.4600	1
Tb11.01.4621	1
Tb11.01.4625	1
Tb11.01.4830	1
Tb11.01.5110	1
Tb11.01.5160	1
Tb11.01.5210	1
Tb11.01.5270	1
Tb11.01.5350	1
Tb11.01.5355	1
Tb11.01.5410	1
Tb11.01.5480	1
Tb11.01.5680	1
Tb11.01.5720	1
Tb11.01.5860	1
Tb11.01.6170	1
Tb11.01.6190	1
Tb11.01.6380	1
Tb11.01.6490	1
Tb11.01.6510	1
Tb11.01.6600	1
Tb11.01.6830	1
Tb11.01.6840	1
Tb11.01.6890	1
Tb11.01.7430	1
Tb11.01.7450	1
Tb11.01.7535	1
Tb11.01.7570	1
Tb11.01.7690	1
Tb11.01.7750	1
Tb11.01.7840	1
Tb11.01.7960	1
Tb11.01.8440	1
Tb11.01.8460	1
Tb11.01.8570	1
Tb11.01.8630	1
Tb11.01.8650	1
Tb11.01.8690	1
Tb11.01.8770	1
Tb11.02.0030	1
Tb11.02.0060	1
Tb11.02.0080	1
Tb11.02.0210	1
Tb11.02.0270	1
Tb11.02.0370	1
Tb11.02.0620	1
Tb11.02.0680	1
Tb11.02.0740	1
Tb11.02.0750	1
Tb11.02.0760	1
Tb11.02.0770	1
Tb11.02.0800	1
Tb11.02.0810	1
Tb11.02.0865	1
Tb11.02.1085	1
Tb11.02.1135	1
Tb11.02.1220	1
Tb11.02.1660	1
Tb11.02.1840	1
Tb11.02.2040	1
Tb11.02.2230	1
Tb11.02.2430	1
Tb11.02.2510	1
Tb11.02.2600	1
Tb11.02.2620	1
Tb11.02.2640	1
Tb11.02.2710	1
Tb11.02.2890	1
Tb11.02.3240	1
Tb11.02.3310	1
Tb11.02.3530	1
Tb11.02.3560	1
Tb11.02.3590	1
Tb11.02.3790	1
Tb11.02.3830	1
Tb11.02.4000	1
Tb11.02.4030	1
Tb11.02.4040	1
Tb11.02.4050	1
Tb11.02.4100	1
Tb11.02.4300	1
Tb11.02.4550	1
Tb11.02.4870	1
Tb11.02.4890	1
Tb11.02.5020	1
Tb11.02.5180	1
Tb11.02.5250	1
Tb11.02.5380	1
Tb11.02.5570	1
Tb11.02.5670	1
Tb11.02.5770	1
Tb11.02.5790	1
Tb11.03.0080	1
Tb11.03.0090	1
Tb11.03.0335	1
Tb11.03.0350	1
Tb11.03.0390	1
Tb11.03.0410	1
Tb11.03.0450	1
Tb11.03.0510	1
Tb11.03.0530	1
Tb11.03.0720	1
Tb11.03.0840	1
Tb11.03.0880	1
Tb11.12.0009	1
Tb11.18.0003	1
Tb11.18.0012	1
Tb11.18.0017	1
Tb11.22.0005	1
Tb11.22.0012	1
Tb11.39.0004	1
Tb11.42.0001	1
Tb11.42.0004	1
Tb11.46.0001	1
Tb11.46.0007	1
Tb11.46.0008	1
Tb11.46.0010	1
Tb11.47.0008	1
Tb11.47.0015	1
Tb11.47.0036	1
Tb11.50.0005	1
Tb11.55.0005	1
Tb11.55.0006	1
Tb11.55.0009	1
Tb11.55.0011	1
Tb11.55.0017	1
Tb11.55.0030	1
Tb927.1.1200	1
Tb927.1.1710	1
Tb927.1.1930	1
Tb927.1.2260	1
Tb927.1.2330	1
Tb927.1.2340	1
Tb927.1.2570	1
Tb927.1.2580	1
Tb927.1.2600	1
Tb927.1.2640	1
Tb927.1.4310	1
Tb927.1.4650	1
Tb927.1.4890	1
Tb927.1.4970	1
Tb927.1.5250	1
Tb927.1.630	1
Tb927.1.650	1
Tb927.1.730	1
Tb927.10.10020	1
Tb927.10.1010	1
Tb927.10.10460	1
Tb927.10.1060	1
Tb927.10.10620	1
Tb927.10.1070	1
Tb927.10.1080	1
Tb927.10.10980	1
Tb927.10.1100	1
Tb927.10.11060	1
Tb927.10.1120	1
Tb927.10.11250	1
Tb927.10.11390	1
Tb927.10.11440	1
Tb927.10.11590	1
Tb927.10.1170	1
Tb927.10.11710	1
Tb927.10.11740	1
Tb927.10.11990	1
Tb927.10.12020	1
Tb927.10.12240	1
Tb927.10.1250	1
Tb927.10.12500	1
Tb927.10.12510	1
Tb927.10.12540	1
Tb927.10.12610	1
Tb927.10.12630	1
Tb927.10.12680	1
Tb927.10.12710	1
Tb927.10.12800	1
Tb927.10.12820	1
Tb927.10.12850	1
Tb927.10.12890	1
Tb927.10.12950	1
Tb927.10.13410	1
Tb927.10.13460	1
Tb927.10.13500	1
Tb927.10.13530	1
Tb927.10.13600	1
Tb927.10.14010	1
Tb927.10.14050	1
Tb927.10.14140	1
Tb927.10.14180	1
Tb927.10.14200	1
Tb927.10.14350	1
Tb927.10.14370	1
Tb927.10.14390	1
Tb927.10.14410	1
Tb927.10.14580	1
Tb927.10.14600	1
Tb927.10.14760	1
Tb927.10.14790	1
Tb927.10.1510	1
Tb927.10.15120	1
Tb927.10.15150	1
Tb927.10.15250	1
Tb927.10.15520	1
Tb927.10.15680	1
Tb927.10.1570	1
Tb927.10.15720	1
Tb927.10.15750	1
Tb927.10.15760	1
Tb927.10.15860	1
Tb927.10.16010	1
Tb927.10.16050	1
Tb927.10.16110	1
Tb927.10.16180	1
Tb927.10.1630	1
Tb927.10.1890	1
Tb927.10.190	1
Tb927.10.200	1
Tb927.10.2010	1
Tb927.10.2090	1
Tb927.10.2190	1
Tb927.10.220	1
Tb927.10.2440	1
Tb927.10.2640	1
Tb927.10.2650	1
Tb927.10.280	1
Tb927.10.2840	1
Tb927.10.2880	1
Tb927.10.2890	1
Tb927.10.310	1
Tb927.10.3150	1
Tb927.10.3280	1
Tb927.10.340	1
Tb927.10.3420	1
Tb927.10.3500	1
Tb927.10.3510	1
Tb927.10.3790	1
Tb927.10.3840	1
Tb927.10.3930	1
Tb927.10.3970	1
Tb927.10.3980	1
Tb927.10.3990	1
Tb927.10.4190	1
Tb927.10.4560	1
Tb927.10.4640	1
Tb927.10.4690	1
Tb927.10.4710	1
Tb927.10.4760	1
Tb927.10.4930	1
Tb927.10.4990	1
Tb927.10.5230	1
Tb927.10.5330	1
Tb927.10.5370	1
Tb927.10.540	1
Tb927.10.5460	1
Tb927.10.560	1
Tb927.10.5610	1
Tb927.10.5620	1
Tb927.10.5770	1
Tb927.10.5860	1
Tb927.10.6020	1
Tb927.10.6050	1
Tb927.10.6060	1
Tb927.10.6070	1
Tb927.10.6080	1
Tb927.10.6100	1
Tb927.10.6330	1
Tb927.10.6520	1
Tb927.10.6530	1
Tb927.10.6960	1
Tb927.10.7120	1
Tb927.10.7280	1
Tb927.10.7330	1
Tb927.10.760	1
Tb927.10.7720	1
Tb927.10.7850	1
Tb927.10.7880	1
Tb927.10.7930	1
Tb927.10.7990	1
Tb927.10.8190	1
Tb927.10.820	1
Tb927.10.8270	1
Tb927.10.8310	1
Tb927.10.860	1
Tb927.10.8710	1
Tb927.10.8720	1
Tb927.10.8760	1
Tb927.10.8780	1
Tb927.10.8840	1
Tb927.10.8940	1
Tb927.10.8990	1
Tb927.10.900	1
Tb927.10.9010	1
Tb927.10.9090	1
Tb927.10.9190	1
Tb927.10.9420	1
Tb927.10.9650	1
Tb927.10.9740	1
Tb927.10.9770	1
Tb927.10.9800	1
Tb927.10.9830	1
Tb927.10.9840	1
Tb927.2.1700	1
Tb927.2.1800	1
Tb927.2.1890	1
Tb927.2.2190	1
Tb927.2.2230	1
Tb927.2.2320	1
Tb927.2.2440	1
Tb927.2.3000	1
Tb927.2.3340	1
Tb927.2.3780	1
Tb927.2.3920	1
Tb927.2.4020	1
Tb927.2.4210	1
Tb927.2.4230	1
Tb927.2.4440	1
Tb927.2.4480	1
Tb927.2.4710	1
Tb927.2.4780	1
Tb927.2.5030	1
Tb927.2.5070	1
Tb927.2.5160	1
Tb927.2.5240	1
Tb927.2.5270	1
Tb927.2.5610	1
Tb927.2.5700	1
Tb927.2.5810	1
Tb927.2.5910	1
Tb927.2.6070	1
Tb927.3.1020	1
Tb927.3.1030	1
Tb927.3.1110	1
Tb927.3.1120	1
Tb927.3.1210	1
Tb927.3.1780	1
Tb927.3.1990	1
Tb927.3.2160	1
Tb927.3.2460	1
Tb927.3.2600	1
Tb927.3.2770	1
Tb927.3.2880	1
Tb927.3.2890	1
Tb927.3.2900	1
Tb927.3.3180	1
Tb927.3.3220	1
Tb927.3.3270	1
Tb927.3.3310	1
Tb927.3.3450	1
Tb927.3.3610	1
Tb927.3.3690	1
Tb927.3.3810	1
Tb927.3.3870	1
Tb927.3.4110	1
Tb927.3.4240	1
Tb927.3.4290	1
Tb927.3.4590	1
Tb927.3.4670	1
Tb927.3.5050	1
Tb927.3.5100	1
Tb927.3.5130	1
Tb927.3.5300	1
Tb927.3.5310	1
Tb927.3.5420	1
Tb927.3.5520	1
Tb927.3.5620	1
Tb927.3.5690	1
Tb927.3.690	1
Tb927.3.790	1
Tb927.3.870	1
Tb927.3.930	1
Tb927.4.1040	1
Tb927.4.1090	1
Tb927.4.1100	1
Tb927.4.1300	1
Tb927.4.1330	1
Tb927.4.1620	1
Tb927.4.1660	1
Tb927.4.1790	1
Tb927.4.1850	1
Tb927.4.1860	1
Tb927.4.1920	1
Tb927.4.2030	1
Tb927.4.2150	1
Tb927.4.2160	1
Tb927.4.2180	1
Tb927.4.2270	1
Tb927.4.2310	1
Tb927.4.2340	1
Tb927.4.2520	1
Tb927.4.2530	1
Tb927.4.2540	1
Tb927.4.2610	1
Tb927.4.2880	1
Tb927.4.2930	1
Tb927.4.310	1
Tb927.4.3120	1
Tb927.4.3260	1
Tb927.4.3270	1
Tb927.4.3400	1
Tb927.4.3560	1
Tb927.4.3570	1
Tb927.4.3740	1
Tb927.4.3810	1
Tb927.4.3830	1
Tb927.4.3950	1
Tb927.4.4180	1
Tb927.4.430	1
Tb927.4.4320	1
Tb927.4.4820	1
Tb927.4.5370	1
Tb927.4.790	1
Tb927.4.870	1
Tb927.5.1000	1
Tb927.5.1080	1
Tb927.5.1110	1
Tb927.5.1210	1
Tb927.5.1220	1
Tb927.5.1350	1
Tb927.5.1380	1
Tb927.5.1460	1
Tb927.5.1590	1
Tb927.5.1930	1
Tb927.5.1960	1
Tb927.5.1990	1
Tb927.5.2010	1
Tb927.5.2500	1
Tb927.5.2570	1
Tb927.5.2670	1
Tb927.5.2880	1
Tb927.5.2910	1
Tb927.5.3120	1
Tb927.5.3190	1
Tb927.5.3340	1
Tb927.5.3430	1
Tb927.5.3520	1
Tb927.5.3800	1
Tb927.5.4020	1
Tb927.5.4110	1
Tb927.5.4320	1
Tb927.5.4370	1
Tb927.5.4380	1
Tb927.5.4390	1
Tb927.5.440	1
Tb927.5.4440	1
Tb927.5.4520	1
Tb927.5.600	1
Tb927.5.620	1
Tb927.6.1170	1
Tb927.6.1220	1
Tb927.6.1240	1
Tb927.6.1260	1
Tb927.6.1290	1
Tb927.6.1350	1
Tb927.6.1440	1
Tb927.6.1540	1
Tb927.6.1560	1
Tb927.6.1680	1
Tb927.6.1950	1
Tb927.6.1960	1
Tb927.6.1970	1
Tb927.6.2100	1
Tb927.6.2170	1
Tb927.6.2450	1
Tb927.6.2550	1
Tb927.6.2590	1
Tb927.6.2640	1
Tb927.6.2660	1
Tb927.6.2760	1
Tb927.6.2850	1
Tb927.6.3150	1
Tb927.6.3200	1
Tb927.6.3240	1
Tb927.6.3330	1
Tb927.6.3440	1
Tb927.6.3500	1
Tb927.6.3740	1
Tb927.6.3770	1
Tb927.6.3820	1
Tb927.6.4010	1
Tb927.6.4100	1
Tb927.6.4280	1
Tb927.6.4330	1
Tb927.6.4340	1
Tb927.6.4370	1
Tb927.6.4440	1
Tb927.6.4590	1
Tb927.6.4740	1
Tb927.6.4810	1
Tb927.6.4980	1
Tb927.6.5030	1
Tb927.6.5060	1
Tb927.6.5070	1
Tb927.6.610	1
Tb927.6.820	1
Tb927.6.840	1
Tb927.7.1040	1
Tb927.7.1310	1
Tb927.7.1390	1
Tb927.7.1520	1
Tb927.7.1670	1
Tb927.7.1730	1
Tb927.7.1900	1
Tb927.7.2110	1
Tb927.7.2170	1
Tb927.7.2190	1
Tb927.7.2240	1
Tb927.7.2300	1
Tb927.7.2330	1
Tb927.7.2340	1
Tb927.7.2510	1
Tb927.7.2550	1
Tb927.7.2570	1
Tb927.7.2640	1
Tb927.7.2650	1
Tb927.7.2700	1
Tb927.7.2780	1
Tb927.7.2820	1
Tb927.7.3040	1
Tb927.7.3270	1
Tb927.7.3530	1
Tb927.7.3550	1
Tb927.7.3630	1
Tb927.7.370	1
Tb927.7.3950	1
Tb927.7.3980	1
Tb927.7.3990	1
Tb927.7.4320	1
Tb927.7.4630	1
Tb927.7.4700	1
Tb927.7.4790	1
Tb927.7.4850	1
Tb927.7.5000	1
Tb927.7.5050	1
Tb927.7.5170	1
Tb927.7.5270	1
Tb927.7.5300	1
Tb927.7.5700	1
Tb927.7.5760	1
Tb927.7.5790	1
Tb927.7.5830	1
Tb927.7.6090	1
Tb927.7.6310	1
Tb927.7.6360	1
Tb927.7.6490	1
Tb927.7.6570	1
Tb927.7.6630	1
Tb927.7.6730	1
Tb927.7.6970	1
Tb927.7.7350	1
Tb927.7.870	1
Tb927.7.910	1
Tb927.7.920	1
Tb927.8.1080	1
Tb927.8.1090	1
Tb927.8.1110	1
Tb927.8.1150	1
Tb927.8.1260	1
Tb927.8.1330	1
Tb927.8.1370	1
Tb927.8.1430	1
Tb927.8.1680	1
Tb927.8.1770	1
Tb927.8.1980	1
Tb927.8.2030	1
Tb927.8.2150	1
Tb927.8.2170	1
Tb927.8.2290	1
Tb927.8.2630	1
Tb927.8.2780	1
Tb927.8.2820	1
Tb927.8.3150	1
Tb927.8.3250	1
Tb927.8.3380	1
Tb927.8.3530	1
Tb927.8.3610	1
Tb927.8.3740	1
Tb927.8.3760	1
Tb927.8.3810	1
Tb927.8.3820	1
Tb927.8.3840	1
Tb927.8.3990	1
Tb927.8.4060	1
Tb927.8.4300	1
Tb927.8.4310	1
Tb927.8.4450	1
Tb927.8.4540	1
Tb927.8.4580	1
Tb927.8.4780	1
Tb927.8.4870	1
Tb927.8.4970	1
Tb927.8.5040	1
Tb927.8.5190	1
Tb927.8.5400	1
Tb927.8.570	1
Tb927.8.5740	1
Tb927.8.5780	1
Tb927.8.6140	1
Tb927.8.6150	1
Tb927.8.6180	1
Tb927.8.6270	1
Tb927.8.6440	1
Tb927.8.660	1
Tb927.8.6610	1
Tb927.8.6680	1
Tb927.8.6940	1
Tb927.8.7030	1
Tb927.8.710	1
Tb927.8.7250	1
Tb927.8.7290	1
Tb927.8.7400	1
Tb927.8.7450	1
Tb927.8.7790	1
Tb927.8.7810	1
Tb927.8.8000	1
Tb927.8.8150	1
Tb927.8.8330	1
Tb927.8.890	1
Tb927.8.990	1
Tb04.24M18.150	0
Tb04.3I12.100	0
Tb05.30F7.410	0
Tb06.3A7.270	0
Tb09.142.0350	0
Tb09.142.0360	0
Tb09.142.0430	0
Tb09.142.0440	0
Tb09.142.0450	0
Tb09.160.0350	0
Tb09.160.0360	0
Tb09.160.0370	0
Tb09.160.0380	0
Tb09.160.0440	0
Tb09.160.0450	0
Tb09.160.0470	0
Tb09.160.0490	0
Tb09.160.0520	0
Tb09.160.0550	0
Tb09.160.0580	0
Tb09.160.0620	0
Tb09.160.0670	0
Tb09.160.0730	0
Tb09.160.0750	0
Tb09.160.0760	0
Tb09.160.0810	0
Tb09.160.0830	0
Tb09.160.0850	0
Tb09.160.0890	0
Tb09.160.0930	0
Tb09.160.0950	0
Tb09.160.1000	0
Tb09.160.1010	0
Tb09.160.1060	0
Tb09.160.1070	0
Tb09.160.1090	0
Tb09.160.1100	0
Tb09.160.1140	0
Tb09.160.1200	0
Tb09.160.1210	0
Tb09.160.1220	0
Tb09.160.1240	0
Tb09.160.1250	0
Tb09.160.1260	0
Tb09.160.1280	0
Tb09.160.1330	0
Tb09.160.1370	0
Tb09.160.1470	0
Tb09.160.1520	0
Tb09.160.1570	0
Tb09.160.1610	0
Tb09.160.1680	0
Tb09.160.1710	0
Tb09.160.1740	0
Tb09.160.1780	0
Tb09.160.1790	0
Tb09.160.1830	0
Tb09.160.1950	0
Tb09.160.1980	0
Tb09.160.2010	0
Tb09.160.2040	0
Tb09.160.2060	0
Tb09.160.2090	0
Tb09.160.2130	0
Tb09.160.2160	0
Tb09.160.2180	0
Tb09.160.2200	0
Tb09.160.2220	0
Tb09.160.2260	0
Tb09.160.2280	0
Tb09.160.2290	0
Tb09.160.2350	0
Tb09.160.2410	0
Tb09.160.2450	0
Tb09.160.2480	0
Tb09.160.2540	0
Tb09.160.2810	0
Tb09.160.2840	0
Tb09.160.2960	0
Tb09.160.3050	0
Tb09.160.3060	0
Tb09.160.3090	0
Tb09.160.3120	0
Tb09.160.3160	0
Tb09.160.3210	0
Tb09.160.3220	0
Tb09.160.3240	0
Tb09.160.3370	0
Tb09.160.3410	0
Tb09.160.3480	0
Tb09.160.3490	0
Tb09.160.3510	0
Tb09.160.3520	0
Tb09.160.3530	0
Tb09.160.3550	0
Tb09.160.3560	0
Tb09.160.3590	0
Tb09.160.3760	0
Tb09.160.3880	0
Tb09.160.3890	0
Tb09.160.3910	0
Tb09.160.3930	0
Tb09.160.4020	0
Tb09.160.4120	0
Tb09.160.4130	0
Tb09.160.4210	0
Tb09.160.4270	0
Tb09.160.4380	0
Tb09.160.4400	0
Tb09.160.4460	0
Tb09.160.4480	0
Tb09.160.4500	0
Tb09.160.4540	0
Tb09.160.4550	0
Tb09.160.4560	0
Tb09.160.4580	0
Tb09.160.4600	0
Tb09.160.4610	0
Tb09.160.4640	0
Tb09.160.4660	0
Tb09.160.4800	0
Tb09.160.4830	0
Tb09.160.4840	0
Tb09.160.4860	0
Tb09.160.4870	0
Tb09.160.4910	0
Tb09.160.4920	0
Tb09.160.5030	0
Tb09.160.5040	0
Tb09.160.5050	0
Tb09.160.5060	0
Tb09.160.5100	0
Tb09.160.5110	0
Tb09.160.5120	0
Tb09.160.5130	0
Tb09.160.5160	0
Tb09.160.5190	0
Tb09.160.5260	0
Tb09.160.5270	0
Tb09.160.5280	0
Tb09.160.5300	0
Tb09.160.5320	0
Tb09.160.5380	0
Tb09.160.5390	0
Tb09.160.5400	0
Tb09.160.5430	0
Tb09.160.5480	0
Tb09.160.5490	0
Tb09.160.5530	0
Tb09.160.5570	0
Tb09.160.5660	0
Tb09.211.0010	0
Tb09.211.0070	0
Tb09.211.0080	0
Tb09.211.0140	0
Tb09.211.0160	0
Tb09.211.0170	0
Tb09.211.0200	0
Tb09.211.0230	0
Tb09.211.0300	0
Tb09.211.0370	0
Tb09.211.0380	0
Tb09.211.0400	0
Tb09.211.0430	0
Tb09.211.0450	0
Tb09.211.0470	0
Tb09.211.0480	0
Tb09.211.0485	0
Tb09.211.0500	0
Tb09.211.0520	0
Tb09.211.0530	0
Tb09.211.0540	0
Tb09.211.0590	0
Tb09.211.0680	0
Tb09.211.0720	0
Tb09.211.0760	0
Tb09.211.0770	0
Tb09.211.0790	0
Tb09.211.0810	0
Tb09.211.0820	0
Tb09.211.0850	0
Tb09.211.0860	0
Tb09.211.0890	0
Tb09.211.0940	0
Tb09.211.0950	0
Tb09.211.1000	0
Tb09.211.1020	0
Tb09.211.1030	0
Tb09.211.1170	0
Tb09.211.1190	0
Tb09.211.1195	0
Tb09.211.1210	0
Tb09.211.1220	0
Tb09.211.1270	0
Tb09.211.1280	0
Tb09.211.1300	0
Tb09.211.1330	0
Tb09.211.1350	0
Tb09.211.1480	0
Tb09.211.1510	0
Tb09.211.1580	0
Tb09.211.1600	0
Tb09.211.1620	0
Tb09.211.1650	0
Tb09.211.1670	0
Tb09.211.1760	0
Tb09.211.1800	0
Tb09.211.1810	0
Tb09.211.1830	0
Tb09.211.1870	0
Tb09.211.1880	0
Tb09.211.1890	0
Tb09.211.1960	0
Tb09.211.2060	0
Tb09.211.2080	0
Tb09.211.2090	0
Tb09.211.2100	0
Tb09.211.2110	0
Tb09.211.2160	0
Tb09.211.2200	0
Tb09.211.2220	0
Tb09.211.2270	0
Tb09.211.2310	0
Tb09.211.2370	0
Tb09.211.2400	0
Tb09.211.2440	0
Tb09.211.2450	0
Tb09.211.2540	0
Tb09.211.2560	0
Tb09.211.2600	0
Tb09.211.2660	0
Tb09.211.2670	0
Tb09.211.2680	0
Tb09.211.2780	0
Tb09.211.2850	0
Tb09.211.2870	0
Tb09.211.2880	0
Tb09.211.2900	0
Tb09.211.2920	0
Tb09.211.2940	0
Tb09.211.3020	0
Tb09.211.3080	0
Tb09.211.3130	0
Tb09.211.3150	0
Tb09.211.3160	0
Tb09.211.3200	0
Tb09.211.3210	0
Tb09.211.3290	0
Tb09.211.3330	0
Tb09.211.3370	0
Tb09.211.3390	0
Tb09.211.3490	0
Tb09.211.3530	0
Tb09.211.3620	0
Tb09.211.3630	0
Tb09.211.3640	0
Tb09.211.3680	0
Tb09.211.3700	0
Tb09.211.3730	0
Tb09.211.3760	0
Tb09.211.3800	0
Tb09.211.3810	0
Tb09.211.3850	0
Tb09.211.3870	0
Tb09.211.3880	0
Tb09.211.3900	0
Tb09.211.3910	0
Tb09.211.3990	0
Tb09.211.4000	0
Tb09.211.4010	0
Tb09.211.4020	0
Tb09.211.4110	0
Tb09.211.4180	0
Tb09.211.4210	0
Tb09.211.4240	0
Tb09.211.4300	0
Tb09.211.4320	0
Tb09.211.4350	0
Tb09.211.4430	0
Tb09.211.4440	0
Tb09.211.4450	0
Tb09.211.4510	0
Tb09.211.4680	0
Tb09.211.4700	0
Tb09.211.4720	0
Tb09.211.4730	0
Tb09.211.4770	0
Tb09.211.4800	0
Tb09.211.4840	0
Tb09.211.4860	0
Tb09.211.4880	0
Tb09.211.4910	0
Tb09.211.4950	0
Tb09.211.4980	0
Tb09.211.4990	0
Tb09.211.5010	0
Tb09.211.5015	0
Tb09.244.0370	0
Tb09.244.0440	0
Tb09.244.2020	0
Tb09.244.2050	0
Tb09.244.2390	0
Tb09.244.2400	0
Tb09.244.2560	0
Tb09.244.2600	0
Tb09.244.2670	0
Tb09.244.2680	0
Tb09.244.2770	0
Tb09.244.2780	0
Tb09.244.2820	0
Tb09.244.2830	0
Tb09.244.2890	0
Tb09.v1.0130	0
Tb09.v1.0310	0
Tb09.v1.0330	0
Tb09.v1.0370	0
Tb09.v1.0400	0
Tb09.v1.0410	0
Tb09.v1.0470	0
Tb09.v1.0510	0
Tb09.v1.0650	0
Tb09.v1.0900	0
Tb09.v2.0020	0
Tb09.v2.0030	0
Tb11.01.0010	0
Tb11.01.0110	0
Tb11.01.0130	0
Tb11.01.0140	0
Tb11.01.0150	0
Tb11.01.0160	0
Tb11.01.0170	0
Tb11.01.0220	0
Tb11.01.0230	0
Tb11.01.0260	0
Tb11.01.0270	0
Tb11.01.0280	0
Tb11.01.0290	0
Tb11.01.0320	0
Tb11.01.0340	0
Tb11.01.0360	0
Tb11.01.0370	0
Tb11.01.0500	0
Tb11.01.0510	0
Tb11.01.0520	0
Tb11.01.0530	0
Tb11.01.0600	0
Tb11.01.0620	0
Tb11.01.0630	0
Tb11.01.0640	0
Tb11.01.0650	0
Tb11.01.0690	0
Tb11.01.0710	0
Tb11.01.0720	0
Tb11.01.0790	0
Tb11.01.0800	0
Tb11.01.0840	0
Tb11.01.0860	0
Tb11.01.0900	0
Tb11.01.0950	0
Tb11.01.1000	0
Tb11.01.1020	0
Tb11.01.1030	0
Tb11.01.1040	0
Tb11.01.1070	0
Tb11.01.1120	0
Tb11.01.1130	0
Tb11.01.1140	0
Tb11.01.1160	0
Tb11.01.1200	0
Tb11.01.1210	0
Tb11.01.1215	0
Tb11.01.1230	0
Tb11.01.1250	0
Tb11.01.1260	0
Tb11.01.1270	0
Tb11.01.1280	0
Tb11.01.1330	0
Tb11.01.1350	0
Tb11.01.1380	0
Tb11.01.1410	0
Tb11.01.1450	0
Tb11.01.1500	0
Tb11.01.1510	0
Tb11.01.1530	0
Tb11.01.1560	0
Tb11.01.1570	0
Tb11.01.1610	0
